"PVWatts Hourly PV Performance Data"
"Requested Location","India"
"Solar Resource Data Location","NSRDB Lat/Lng: 28.65, 77.25"
"Latitude (degrees)", 28.65
"Longitude (degrees)", 77.25
"Elevation (m)","0"
"DC System Size (kW)","1"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","26","3","0","0","27.202","2","0.2","0","27.202","0","0"
"7","26","4","0","0","27.012","2","0.2","0","27.012","0","0"
"7","26","5","0","0","27.281","1","0.2","0","0","0","0"
"7","26","6","0","28","29.145","1","0.2","26.004","29.939","19.464","14.811"
"7","26","7","0","97","31.682","1","0.2","90.3","34.435","69.761","63.326"
"7","26","8","5","190","33.824","1","0.2","180.428","39.307","138.676","129.799"
"7","26","9","8","241","35.918","1","0.2","232.228","42.956","175.702","165.513"
"7","26","10","23","346","37.746","2","0.2","347.185","46.127","261.296","248.073"
"7","26","11","7","281","39.145","1","0.2","271.713","47.361","201.043","189.956"
"7","26","12","33","354","39.758","1","0.2","372.248","51.019","274.301","260.618"
"7","26","13","226","407","39.648","1","0.2","605.732","58.022","441.646","422.033"
"7","26","14","20","333","39.032","0","0.2","328.296","52.361","241.471","228.951"
"7","26","15","10","218","38.112","0","0.2","209.453","46.638","156.986","147.46"
"7","26","16","55","235","37.011","0","0.2","238.639","46.754","181.693","171.292"
"7","26","17","0","37","35.084","0","0.2","34.384","36.491","25.253","20.395"
"7","26","18","0","9","33.431","0","0.2","8.346","33.734","3.973","0"
"7","26","19","0","0","32.721","1","0.2","0","32.721","0","0"
"7","26","20","0","0","32.59","1","0.2","0","32.59","0","0"
"7","26","21","0","0","31.941","1","0.2","0","31.941","0","0"
"7","26","22","0","0","31.327","2","0.2","0","31.327","0","0"
"7","26","23","0","0","30.734","2","0.2","0","30.734","0","0"
"7","27","0","0","0","30.227","2","0.2","0","30.227","0","0"
"7","27","1","0","0","29.75","1","0.2","0","29.75","0","0"
"7","27","2","0","0","29.465","1","0.2","0","29.465","0","0"
"7","27","3","0","0","29.129","1","0.2","0","29.129","0","0"
"7","27","4","0","0","28.901","1","0.2","0","28.901","0","0"
"7","27","5","0","0","28.982","1","0.2","0","0","0","0"
"7","27","6","0","27","30.168","1","0.2","25.074","30.934","18.639","14.015"
"7","27","7","21","151","31.909","2","0.2","148.902","35.53","116.932","108.825"
"7","27","8","33","254","33.728","2","0.2","259.893","40.03","202.189","191.061"
"7","27","9","67","335","35.61","2","0.2","372.133","44.614","284.759","270.705"
"7","27","10","164","416","37.195","1","0.2","555.135","54.025","410.518","392.008"
"7","27","11","174","439","38.291","1","0.2","599.725","56.461","438.272","418.778"
"7","27","12","37","365","38.386","1","0.2","386.988","50.093","286.702","272.579"
"7","27","13","38","360","37.997","0","0.2","379.125","53.369","277.479","263.683"
"7","27","14","142","400","37.212","1","0.2","496.173","52.275","370.915","353.808"
"7","27","15","6","166","36.209","1","0.2","158.516","41.027","120.435","112.204"
"7","27","16","2","166","35.226","0","0.2","154.479","41.536","118.527","110.364"
"7","27","17","0","52","33.95","0","0.2","48.377","35.929","36.259","31.011"
"7","27","18","0","21","32.398","0","0.2","19.381","33.085","9.238","4.948"
"7","27","19","0","0","28.626","0","0.2","0","28.626","0","0"
"7","27","20","0","0","29.481","0","0.2","0","29.481","0","0"
"7","27","21","0","0","30.279","0","0.2","0","30.279","0","0"
"7","27","22","0","0","30.136","0","0.2","0","30.136","0","0"
"7","27","23","0","0","29.247","0","0.2","0","29.247","0","0"
"7","28","0","0","0","29.26","0","0.2","0","29.26","0","0"
"7","28","1","0","0","28.817","0","0.2","0","28.817","0","0"
"7","28","2","0","0","28.925","1","0.2","0","28.925","0","0"
"7","28","3","0","0","28.53","1","0.2","0","28.53","0","0"
"7","28","4","0","0","28.399","1","0.2","0","28.399","0","0"
"7","28","5","0","0","28.354","1","0.2","0","0","0","0"
"7","28","6","0","45","29.143","1","0.2","41.841","30.421","31.998","26.901"
"7","28","7","138","168","31.171","1","0.2","215.371","37.734","169.612","159.639"
"7","28","8","83","251","32.921","1","0.2","288.659","41.703","224.374","212.46"
"7","28","9","216","344","33.254","1","0.2","508.43","48.7","387.104","369.423"
"7","28","10","411","380","33.193","1","0.2","757.489","56.196","559.804","536.004"
"7","28","11","9","182","33.258","1","0.2","179.886","38.698","136.224","127.433"
"7","28","12","6","251","33.305","1","0.2","242.254","40.63","183.875","173.396"
"7","28","13","85","372","33.177","0","0.2","433.776","50.776","323.057","307.647"
"7","28","14","445","347","33.065","0","0.2","691.731","61.246","503.087","481.297"
"7","28","15","79","328","32.836","0","0.2","356.902","47.376","272.435","258.818"
"7","28","16","31","236","32.441","0","0.2","229.771","41.824","178.699","168.403"
"7","28","17","0","46","31.024","0","0.2","42.777","32.774","32.344","27.234"
"7","28","18","0","14","29.061","0","0.2","12.998","29.509","5.799","1.63"
"7","28","19","0","0","29.841","1","0.2","0","29.841","0","0"
"7","28","20","0","0","30.22","1","0.2","0","30.22","0","0"
"7","28","21","0","0","29.853","1","0.2","0","29.853","0","0"
"7","28","22","0","0","29.54","1","0.2","0","29.54","0","0"
"7","28","23","0","0","29.204","1","0.2","0","29.204","0","0"
"7","29","0","0","0","28.915","1","0.2","0","28.915","0","0"
"7","29","1","0","0","28.605","2","0.2","0","28.605","0","0"
"7","29","2","0","0","28.247","1","0.2","0","28.247","0","0"
"7","29","3","0","0","27.885","1","0.2","0","27.885","0","0"
"7","29","4","0","0","27.581","1","0.2","0","27.581","0","0"
"7","29","5","0","0","27.797","1","0.2","0","0","0","0"
"7","29","6","0","33","29.656","1","0.2","30.658","30.592","23.063","18.282"
"7","29","7","47","152","32.002","1","0.2","161.374","36.922","126.319","117.88"
"7","29","8","274","250","33.092","1","0.2","413.534","45.695","321.3","305.952"
"7","29","9","359","328","33.786","1","0.2","608.013","52.275","458.712","438.494"
"7","29","10","33","320","34.438","1","0.2","336.613","44.629","254.988","241.989"
"7","29","11","6","248","34.674","1","0.2","239.482","41.915","180.673","170.307"
"7","29","12","4","179","34.642","1","0.2","172.123","39.846","129.385","120.837"
"7","29","13","4","177","34.763","0","0.2","169.65","41.638","126.815","118.358"
"7","29","14","2","205","34.436","0","0.2","193.532","42.292","145.88","136.747"
"7","29","15","13","246","33.843","0","0.2","237.545","43.513","181.462","171.069"
"7","29","16","99","258","33.649","0","0.2","277.207","44.964","213.701","202.165"
"7","29","17","17","138","32.859","0","0.2","125.531","37.983","96.783","89.39"
"7","29","18","0","30","31.904","0","0.2","26.237","32.8","11.753","7.373"
"7","29","19","0","0","30.995","1","0.2","0","30.995","0","0"
"7","29","20","0","0","30.846","1","0.2","0","30.846","0","0"
"7","29","21","0","0","30.443","1","0.2","0","30.443","0","0"
"7","29","22","0","0","30.102","1","0.2","0","30.102","0","0"
"7","29","23","0","0","29.734","1","0.2","0","29.734","0","0"
"7","30","0","0","0","29.465","1","0.2","0","29.465","0","0"
"7","30","1","0","0","29.076","1","0.2","0","29.076","0","0"
"7","30","2","0","0","28.732","1","0.2","0","28.732","0","0"
"7","30","3","0","0","28.327","1","0.2","0","28.327","0","0"
"7","30","4","0","0","28.135","0","0.2","0","28.135","0","0"
"7","30","5","0","0","28.254","0","0.2","0","0","0","0"
"7","30","6","0","40","29.682","0","0.2","37.179","31.203","28.157","23.196"
"7","30","7","0","100","31.092","1","0.2","93.081","33.931","72.2","65.679"
"7","30","8","0","134","31.942","1","0.2","125.031","35.741","96.127","88.758"
"7","30","9","2","161","32.619","1","0.2","152.239","37.232","116.132","108.054"
"7","30","10","1","199","32.789","1","0.2","187.726","38.469","142.765","133.743"
"7","30","11","3","199","32.717","1","0.2","190.105","38.464","144.298","135.222"
"7","30","12","4","294","32.978","1","0.2","281.246","41.482","213.735","202.198"
"7","30","13","6","255","33.149","0","0.2","245.223","43.087","184.788","174.277"
"7","30","14","24","349","33.382","0","0.2","346.917","47.469","261.288","248.066"
"7","30","15","101","334","32.986","0","0.2","376.356","48.322","286.808","272.682"
"7","30","16","141","263","32.48","0","0.2","298.558","44.664","230.826","218.683"
"7","30","17","48","149","31.833","0","0.2","137.939","37.446","105.8","98.087"
"7","30","18","0","27","30.439","0","0.2","24.067","31.261","10.817","6.47"
"7","30","19","0","0","28.87","0","0.2","0","28.87","0","0"
"7","30","20","0","0","28.978","1","0.2","0","28.978","0","0"
"7","30","21","0","0","29.165","1","0.2","0","29.165","0","0"
"7","30","22","0","0","28.941","1","0.2","0","28.941","0","0"
"7","30","23","0","0","28.703","1","0.2","0","28.703","0","0"
"7","31","0","0","0","28.37","1","0.2","0","28.37","0","0"
"7","31","1","0","0","28.147","1","0.2","0","28.147","0","0"
"7","31","2","0","0","27.912","1","0.2","0","27.912","0","0"
"7","31","3","0","0","27.734","1","0.2","0","27.734","0","0"
"7","31","4","0","0","27.426","1","0.2","0","27.426","0","0"
"7","31","5","0","0","27.37","1","0.2","0","0","0","0"
"7","31","6","0","28","27.811","1","0.2","26.004","28.605","19.583","14.926"
"7","31","7","0","57","28.897","0","0.2","53.048","31.063","40.612","35.209"
"7","31","8","0","83","30.164","0","0.2","77.395","33.313","58.878","52.828"
"7","31","9","0","118","32.147","0","0.2","110.284","36.622","83.171","76.26"
"7","31","10","0","137","32.832","0","0.2","128.361","38.032","96.265","88.891"
"7","31","11","1","156","33.275","1","0.2","147.498","37.734","111.145","103.243"
"7","31","12","2","167","33.591","1","0.2","158.846","38.394","119.751","111.545"
"7","31","13","23","298","33.512","1","0.2","306.073","42.778","233.002","220.782"
"7","31","14","17","332","33.444","1","0.2","325.368","43.308","248.944","236.16"
"7","31","15","7","229","33.145","0","0.2","218.067","42.021","167.11","157.225"
"7","31","16","0","150","32.604","0","0.2","139.103","38.287","107.865","100.079"
"7","31","17","0","76","31.756","0","0.2","69.881","34.614","53.629","47.765"
"7","31","18","0","19","30.807","1","0.2","17.631","31.257","7.791","3.551"
"7","31","19","0","0","30.412","1","0.2","0","30.412","0","0"
"7","31","20","0","0","29.967","2","0.2","0","29.967","0","0"
"7","31","21","0","0","29.577","1","0.2","0","29.577","0","0"
"7","31","22","0","0","29.302","1","0.2","0","29.302","0","0"
"7","31","23","0","0","29.071","1","0.2","0","29.071","0","0"
"8","1","0","0","0","28.809","1","0.2","0","28.809","0","0"
"8","1","1","0","0","28.523","0","0.2","0","28.523","0","0"
"8","1","2","0","0","28.189","0","0.2","0","28.189","0","0"
"8","1","3","0","0","27.921","0","0.2","0","27.921","0","0"
"8","1","4","0","0","27.643","0","0.2","0","27.643","0","0"
"8","1","5","0","0","27.115","1","0.2","0","0","0","0"
"8","1","6","8","54","27.584","1","0.2","51.705","29.161","39.853","34.477"
"8","1","7","154","166","28.146","1","0.2","220.598","34.869","176.04","165.839"
"8","1","8","321","234","28.907","1","0.2","428.793","41.981","339.262","323.277"
"8","1","9","94","335","29.493","2","0.2","394.652","39.046","310.072","295.122"
"8","1","10","292","389","29.961","2","0.2","654.064","45.793","503.833","482.017"
"8","1","11","577","310","30.515","2","0.2","883.351","51.919","665.33","637.792"
"8","1","12","205","413","30.976","2","0.2","605.965","45.625","464.641","444.213"
"8","1","13","555","315","31.299","2","0.2","825.289","51.309","624.931","598.824"
"8","1","14","160","398","31.437","1","0.2","509.889","46.921","390.578","372.775"
"8","1","15","114","332","31.325","1","0.2","382.777","42.975","298.791","284.24"
"8","1","16","0","81","31.078","1","0.2","75.453","33.38","58.203","52.178"
"8","1","17","0","65","30.592","1","0.2","60.101","32.427","46.249","40.647"
"8","1","18","0","10","29.701","1","0.2","9.277","29.937","3.982","0"
"8","1","19","0","0","29.225","1","0.2","0","29.225","0","0"
"8","1","20","0","0","28.867","1","0.2","0","28.867","0","0"
"8","1","21","0","0","28.482","2","0.2","0","28.482","0","0"
"8","1","22","0","0","28.087","2","0.2","0","28.087","0","0"
"8","1","23","0","0","27.737","2","0.2","0","27.737","0","0"
"8","2","0","0","0","27.383","1","0.2","0","27.383","0","0"
"8","2","1","0","0","27.128","1","0.2","0","27.128","0","0"
"8","2","2","0","0","26.838","1","0.2","0","26.838","0","0"
"8","2","3","0","0","26.636","1","0.2","0","26.636","0","0"
"8","2","4","0","0","26.608","1","0.2","0","26.608","0","0"
"8","2","5","0","0","26.789","1","0.2","0","0","0","0"
"8","2","6","0","12","27.488","1","0.2","11.132","27.828","8.049","3.8"
"8","2","7","0","43","28.87","1","0.2","39.996","30.09","30.344","25.306"
"8","2","8","0","76","30.269","1","0.2","70.853","32.422","53.906","48.032"
"8","2","9","7","202","31.166","1","0.2","194.878","37.073","150.329","141.039"
"8","2","10","32","365","31.699","1","0.2","379.889","43.2","290.456","276.2"
"8","2","11","72","402","31.996","1","0.2","458.787","45.883","348.159","331.859"
"8","2","12","5","195","31.853","1","0.2","188.297","37.547","143.521","134.472"
"8","2","13","2","170","31.096","1","0.2","161.268","35.976","123.327","114.993"
"8","2","14","7","227","30.745","0","0.2","218.301","39.608","167.389","157.494"
"8","2","15","43","279","30.775","1","0.2","289.403","39.577","226.816","214.815"
"8","2","16","237","238","30.384","1","0.2","315.454","39.992","248.708","235.931"
"8","2","17","0","41","29.669","1","0.2","38.114","30.833","28.892","23.905"
"8","2","18","0","10","28.837","1","0.2","9.276","29.073","4.001","0"
"8","2","19","0","0","28.423","1","0.2","0","28.423","0","0"
"8","2","20","0","0","27.982","1","0.2","0","27.982","0","0"
"8","2","21","0","0","27.518","1","0.2","0","27.518","0","0"
"8","2","22","0","0","27.04","1","0.2","0","27.04","0","0"
"8","2","23","0","0","26.604","2","0.2","0","26.604","0","0"
"8","3","0","0","0","26.221","2","0.2","0","26.221","0","0"
"8","3","1","0","0","25.846","2","0.2","0","25.846","0","0"
"8","3","2","0","0","25.483","1","0.2","0","25.483","0","0"
"8","3","3","0","0","25.227","1","0.2","0","25.227","0","0"
"8","3","4","0","0","24.982","1","0.2","0","24.982","0","0"
"8","3","5","0","0","24.987","1","0.2","0","0","0","0"
"8","3","6","0","26","25.467","1","0.2","24.143","26.204","18.321","13.708"
"8","3","7","0","93","27.038","1","0.2","86.602","29.679","68.267","61.884"
"8","3","8","6","196","28.743","1","0.2","186.867","34.422","146.988","137.816"
"8","3","9","8","239","30.036","1","0.2","230.622","37.026","179.041","168.733"
"8","3","10","5","204","31.432","1","0.2","196.223","37.369","150.299","141.009"
"8","3","11","26","301","32.414","1","0.2","315.123","41.947","240.326","227.847"
"8","3","12","79","369","32.937","0","0.2","433.305","50.504","322.216","306.835"
"8","3","13","297","425","33.096","0","0.2","691.659","61.206","498.748","477.112"
"8","3","14","49","390","32.923","0","0.2","410.913","49.614","308.476","293.582"
"8","3","15","14","255","32.396","0","0.2","246.833","42.446","189.8","179.111"
"8","3","16","19","229","31.512","0","0.2","218.996","40.458","171.215","161.184"
"8","3","17","3","117","30.977","0","0.2","105.678","35.296","82.227","75.35"
"8","3","18","0","13","29.671","0","0.2","12.069","30.084","5.254","1.105"
"8","3","19","0","0","28.125","1","0.2","0","28.125","0","0"
"8","3","20","0","0","28.738","1","0.2","0","28.738","0","0"
"8","3","21","0","0","27.867","1","0.2","0","27.867","0","0"
"8","3","22","0","0","27.408","2","0.2","0","27.408","0","0"
"8","3","23","0","0","26.863","2","0.2","0","26.863","0","0"
"8","4","0","0","0","26.378","2","0.2","0","26.378","0","0"
"8","4","1","0","0","25.957","2","0.2","0","25.957","0","0"
"8","4","2","0","0","25.619","2","0.2","0","25.619","0","0"
"8","4","3","0","0","25.388","2","0.2","0","25.388","0","0"
"8","4","4","0","0","25.244","2","0.2","0","25.244","0","0"
"8","4","5","0","0","25.409","1","0.2","0","0","0","0"
"8","4","6","0","27","26.702","1","0.2","25.073","27.468","18.945","14.31"
"8","4","7","53","153","28.53","1","0.2","165.126","33.565","131.331","122.714"
"8","4","8","60","262","29.801","1","0.2","285.413","38.483","224.65","212.726"
"8","4","9","35","335","30.54","1","0.2","347.768","41.086","269.279","255.774"
"8","4","10","30","371","30.916","1","0.2","384.234","42.548","294.656","280.251"
"8","4","11","90","420","31.207","1","0.2","494.649","46.182","375.742","358.464"
"8","4","12","182","442","31.323","1","0.2","612.94","49.896","461.24","440.933"
"8","4","13","127","424","31.159","0","0.2","530.041","52.673","393.727","375.812"
"8","4","14","283","393","30.777","0","0.2","607.367","55.499","451.107","431.158"
"8","4","15","38","309","30.455","0","0.2","314.96","43.283","243.558","230.965"
"8","4","16","11","184","30.262","0","0.2","174.758","37.402","137.314","128.485"
"8","4","17","203","146","29.733","0","0.2","159.754","36.141","117.663","109.53"
"8","4","18","0","9","28.535","0","0.2","8.347","28.821","3.584","0"
"8","4","19","0","0","28.02","1","0.2","0","28.02","0","0"
"8","4","20","0","0","27.841","1","0.2","0","27.841","0","0"
"8","4","21","0","0","27.73","1","0.2","0","27.73","0","0"
"8","4","22","0","0","27.401","1","0.2","0","27.401","0","0"
"8","4","23","0","0","27.089","1","0.2","0","27.089","0","0"
"8","5","0","0","0","26.775","1","0.2","0","26.775","0","0"
"8","5","1","0","0","26.52","1","0.2","0","26.52","0","0"
"8","5","2","0","0","26.263","1","0.2","0","26.263","0","0"
"8","5","3","0","0","26.041","1","0.2","0","26.041","0","0"
"8","5","4","0","0","25.832","1","0.2","0","25.832","0","0"
"8","5","5","0","0","25.95","1","0.2","0","0","0","0"
"8","5","6","11","49","26.66","1","0.2","47.761","28.114","36.692","31.428"
"8","5","7","0","76","28.318","1","0.2","70.783","30.477","55.105","49.189"
"8","5","8","241","259","29.509","1","0.2","403.292","41.799","318.184","302.946"
"8","5","9","383","300","30.186","1","0.2","608.218","48.688","466.549","446.053"
"8","5","10","598","263","30.808","1","0.2","823.654","55.854","612.486","586.819"
"8","5","11","630","275","31.263","1","0.2","905.359","58.776","662.807","635.358"
"8","5","12","639","279","31.349","1","0.2","915.839","59.182","669.298","641.619"
"8","5","13","534","318","31.431","1","0.2","811.194","56.089","601.829","576.54"
"8","5","14","56","272","31.009","1","0.2","303.196","40.21","235.326","223.024"
"8","5","15","484","272","30.863","1","0.2","561.705","48.004","436.714","417.276"
"8","5","16","402","211","30.59","1","0.2","357.922","41.483","280.566","266.661"
"8","5","17","75","143","29.983","1","0.2","137.134","34.137","105.394","97.696"
"8","5","18","0","31","29.104","1","0.2","26.662","29.784","12.141","7.747"
"8","5","19","0","0","28.733","1","0.2","0","28.733","0","0"
"8","5","20","0","0","28.373","1","0.2","0","28.373","0","0"
"8","5","21","0","0","27.963","2","0.2","0","27.963","0","0"
"8","5","22","0","0","27.61","2","0.2","0","27.61","0","0"
"8","5","23","0","0","27.224","2","0.2","0","27.224","0","0"
"8","6","0","0","0","26.889","2","0.2","0","26.889","0","0"
"8","6","1","0","0","26.634","2","0.2","0","26.634","0","0"
"8","6","2","0","0","26.417","2","0.2","0","26.417","0","0"
"8","6","3","0","0","26.222","1","0.2","0","26.222","0","0"
"8","6","4","0","0","26.117","1","0.2","0","26.117","0","0"
"8","6","5","0","0","26.257","1","0.2","0","0","0","0"
"8","6","6","34","48","26.982","1","0.2","51.039","28.527","38.368","33.045"
"8","6","7","251","154","28.41","1","0.2","252.112","36.092","200.967","189.882"
"8","6","8","443","204","29.775","1","0.2","482.666","44.505","380.021","362.591"
"8","6","9","540","240","30.601","1","0.2","677.442","51.23","516.383","494.122"
"8","6","10","552","278","31.215","1","0.2","796.1","55.418","592.75","567.783"
"8","6","11","105","403","31.715","1","0.2","500.115","46.86","379.211","361.81"
"8","6","12","603","309","31.929","1","0.2","909.754","59.57","663.217","635.753"
"8","6","13","628","274","32.231","0","0.2","856.011","67.093","605.753","580.325"
"8","6","14","578","258","32.178","0","0.2","715.668","61.367","522.46","499.984"
"8","6","15","367","298","31.685","0","0.2","512.106","52.599","388.956","371.21"
"8","6","16","430","199","31.274","0","0.2","357.889","45.857","275.18","261.466"
"8","6","17","221","146","30.427","0","0.2","162.192","36.922","118.417","110.257"
"8","6","18","0","39","29.755","1","0.2","31.666","30.563","14.493","10.016"
"8","6","19","0","0","29.353","1","0.2","0","29.353","0","0"
"8","6","20","0","0","28.973","1","0.2","0","28.973","0","0"
"8","6","21","0","0","28.573","1","0.2","0","28.573","0","0"
"8","6","22","0","0","28.238","1","0.2","0","28.238","0","0"
"8","6","23","0","0","27.916","1","0.2","0","27.916","0","0"
"8","7","0","0","0","27.615","1","0.2","0","27.615","0","0"
"8","7","1","0","0","27.398","1","0.2","0","27.398","0","0"
"8","7","2","0","0","27.186","2","0.2","0","27.186","0","0"
"8","7","3","0","0","26.969","2","0.2","0","26.969","0","0"
"8","7","4","0","0","26.766","2","0.2","0","26.766","0","0"
"8","7","5","0","0","26.854","2","0.2","0","0","0","0"
"8","7","6","1","48","27.669","2","0.2","44.824","28.761","34.589","29.4"
"8","7","7","264","152","29.236","2","0.2","255.906","35.456","204.64","193.425"
"8","7","8","443","204","30.748","3","0.2","483.109","40.529","386.735","369.068"
"8","7","9","497","246","31.721","3","0.2","649.207","44.833","507.891","485.93"
"8","7","10","599","263","32.46","3","0.2","826.096","49.125","632.179","605.814"
"8","7","11","630","276","32.923","3","0.2","907.917","51.227","686.586","658.294"
"8","7","12","605","272","33.034","3","0.2","877.04","50.715","664.889","637.365"
"8","7","13","628","275","33.133","2","0.2","857.507","53.934","643.149","616.396"
"8","7","14","494","288","33.218","2","0.2","678.474","49.693","520.125","497.731"
"8","7","15","532","237","32.837","2","0.2","558.524","46.438","437.837","418.359"
"8","7","16","430","199","32.13","2","0.2","357.773","40.813","281.043","267.121"
"8","7","17","226","150","31.153","2","0.2","165.931","35.11","122.176","113.883"
"8","7","18","0","19","29.975","2","0.2","17.497","30.332","7.767","3.528"
"8","7","19","0","0","29.399","2","0.2","0","29.399","0","0"
"8","7","20","0","0","28.956","2","0.2","0","28.956","0","0"
"8","7","21","0","0","28.46","2","0.2","0","28.46","0","0"
"8","7","22","0","0","27.985","2","0.2","0","27.985","0","0"
"8","7","23","0","0","27.563","3","0.2","0","27.563","0","0"
"8","8","0","0","0","27.241","3","0.2","0","27.241","0","0"
"8","8","1","0","0","26.941","3","0.2","0","26.941","0","0"
"8","8","2","0","0","26.648","3","0.2","0","26.648","0","0"
"8","8","3","0","0","26.366","3","0.2","0","26.366","0","0"
"8","8","4","0","0","26.148","3","0.2","0","26.148","0","0"
"8","8","5","0","0","26.074","3","0.2","0","0","0","0"
"8","8","6","23","47","26.923","3","0.2","48.121","27.892","36.531","31.273"
"8","8","7","263","152","28.449","3","0.2","255.698","33.618","206.073","194.807"
"8","8","8","443","204","29.922","4","0.2","483.567","38.302","390.678","372.872"
"8","8","9","540","240","31.099","4","0.2","678.691","42.834","535.835","512.885"
"8","8","10","599","263","32.116","4","0.2","826.864","46.393","640.012","613.37"
"8","8","11","630","275","32.892","4","0.2","907.748","48.556","694.217","665.655"
"8","8","12","441","356","33.313","4","0.2","797.714","47.064","612.287","586.628"
"8","8","13","619","259","33.49","4","0.2","834.455","47.901","642.287","615.565"
"8","8","14","594","261","33.284","4","0.2","731.792","45.94","571.025","546.828"
"8","8","15","532","237","32.734","3","0.2","558.582","44.047","442.328","422.691"
"8","8","16","307","228","31.952","3","0.2","335.818","38.735","266.336","252.935"
"8","8","17","95","145","30.833","3","0.2","141.492","33.67","108.246","100.447"
"8","8","18","0","35","29.597","3","0.2","29.027","30.088","13.256","8.823"
"8","8","19","0","0","29.029","3","0.2","0","29.029","0","0"
"8","8","20","0","0","28.508","3","0.2","0","28.508","0","0"
"8","8","21","0","0","28.011","4","0.2","0","28.011","0","0"
"8","8","22","0","0","27.627","4","0.2","0","27.627","0","0"
"8","8","23","0","0","27.281","4","0.2","0","27.281","0","0"
"8","9","0","0","0","27.008","4","0.2","0","27.008","0","0"
"8","9","1","0","0","26.784","4","0.2","0","26.784","0","0"
"8","9","2","0","0","26.553","4","0.2","0","26.553","0","0"
"8","9","3","0","0","26.331","3","0.2","0","26.331","0","0"
"8","9","4","0","0","26.133","3","0.2","0","26.133","0","0"
"8","9","5","0","0","26.167","3","0.2","0","0","0","0"
"8","9","6","8","51","27.22","3","0.2","48.9","28.209","37.704","32.404"
"8","9","7","93","157","28.718","3","0.2","187.585","32.511","150.581","141.282"
"8","9","8","341","232","29.883","4","0.2","442.302","37.543","357.025","340.41"
"8","9","9","379","301","30.908","4","0.2","608.21","41.414","480.918","459.914"
"8","9","10","285","363","31.392","4","0.2","626.331","42.187","489.868","468.547"
"8","9","11","43","290","31.47","4","0.2","321.996","37.004","251.308","238.439"
"8","9","12","637","278","31.517","4","0.2","915.761","47.32","704.007","675.097"
"8","9","13","99","365","31.601","3","0.2","448.262","40.614","349.29","332.95"
"8","9","14","96","386","31.388","3","0.2","445.425","40.358","349.306","332.965"
"8","9","15","147","335","30.941","2","0.2","409.877","40.896","323.916","308.475"
"8","9","16","397","209","30.51","2","0.2","353.725","39.096","279.975","266.09"
"8","9","17","208","149","29.906","2","0.2","161.905","33.771","120.214","111.99"
"8","9","18","0","8","29.258","2","0.2","7.419","29.409","3.153","0"
"8","9","19","0","0","28.873","2","0.2","0","28.873","0","0"
"8","9","20","0","0","28.553","2","0.2","0","28.553","0","0"
"8","9","21","0","0","28.253","2","0.2","0","28.253","0","0"
"8","9","22","0","0","27.924","2","0.2","0","27.924","0","0"
"8","9","23","0","0","27.58","2","0.2","0","27.58","0","0"
"8","10","0","0","0","27.277","1","0.2","0","27.277","0","0"
"8","10","1","0","0","27.011","1","0.2","0","27.011","0","0"
"8","10","2","0","0","26.775","1","0.2","0","26.775","0","0"
"8","10","3","0","0","26.581","1","0.2","0","26.581","0","0"
"8","10","4","0","0","26.354","1","0.2","0","26.354","0","0"
"8","10","5","0","0","26.626","1","0.2","0","0","0","0"
"8","10","6","28","53","27.797","1","0.2","54.508","29.45","41.239","35.814"
"8","10","7","228","153","29.841","1","0.2","242.334","37.226","192.159","181.386"
"8","10","8","440","203","31.125","0","0.2","481.654","50.811","369.286","352.237"
"8","10","9","538","239","32.03","0","0.2","677.386","59.654","497.9","476.294"
"8","10","10","597","262","32.413","0","0.2","825.592","66.034","586.988","562.226"
"8","10","11","551","282","32.584","0","0.2","837.814","66.672","592.036","567.094"
"8","10","12","639","279","32.706","0","0.2","919.388","70.124","639.746","613.114"
"8","10","13","628","274","32.555","0","0.2","858.086","67.505","606.235","580.79"
"8","10","14","570","260","32.472","0","0.2","712.366","61.528","519.79","497.408"
"8","10","15","492","245","32.106","0","0.2","541.743","54.252","410.402","391.896"
"8","10","16","396","209","31.762","0","0.2","353.19","46.156","271.302","257.725"
"8","10","17","113","140","31.235","0","0.2","139.967","36.887","104.648","96.976"
"8","10","18","0","31","30.04","0","0.2","26.255","30.937","11.875","7.491"
"8","10","19","0","0","29.582","0","0.2","0","29.582","0","0"
"8","10","20","0","0","28.977","0","0.2","0","28.977","0","0"
"8","10","21","0","0","28.558","0","0.2","0","28.558","0","0"
"8","10","22","0","0","27.938","0","0.2","0","27.938","0","0"
"8","10","23","0","0","27.884","0","0.2","0","27.884","0","0"
"8","11","0","0","0","27.618","0","0.2","0","27.618","0","0"
"8","11","1","0","0","27.47","0","0.2","0","27.47","0","0"
