"PVWatts Hourly PV Performance Data"
"Requested Location","India"
"Solar Resource Data Location","NSRDB Lat/Lng: 28.65, 77.25"
"Latitude (degrees)", 28.65
"Longitude (degrees)", 77.25
"Elevation (m)","0"
"DC System Size (kW)","1"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","6","18","0","1","32.149","3","0.2","0.951","32.165","0","0"
"4","6","19","0","0","30.943","2","0.2","0","30.943","0","0"
"4","6","20","0","0","29.997","2","0.2","0","29.997","0","0"
"4","6","21","0","0","29.068","2","0.2","0","29.068","0","0"
"4","6","22","0","0","28.197","2","0.2","0","28.197","0","0"
"4","6","23","0","0","27.348","2","0.2","0","27.348","0","0"
"4","7","0","0","0","26.557","1","0.2","0","26.557","0","0"
"4","7","1","0","0","25.775","1","0.2","0","25.775","0","0"
"4","7","2","0","0","24.96","1","0.2","0","24.96","0","0"
"4","7","3","0","0","24.142","1","0.2","0","24.142","0","0"
"4","7","4","0","0","23.472","1","0.2","0","23.472","0","0"
"4","7","5","0","0","22.996","1","0.2","0","0","0","0"
"4","7","6","0","23","25.273","1","0.2","21.352","25.924","15.955","11.426"
"4","7","7","202","146","28.998","1","0.2","229.302","35.994","183.149","172.696"
"4","7","8","433","212","34.013","0","0.2","495.365","54.275","375.457","358.19"
"4","7","9","551","259","38.903","1","0.2","720.578","60.861","528.253","505.572"
"4","7","10","637","277","41.288","1","0.2","892.936","68.461","629.088","602.833"
"4","7","11","672","293","42.312","1","0.2","984.198","72.241","678.967","650.945"
"4","7","12","656","312","42.687","2","0.2","981.267","66.487","695.012","666.421"
"4","7","13","615","318","42.679","2","0.2","897.3","64.458","643.706","616.933"
"4","7","14","625","271","41.783","2","0.2","769.833","60.505","566.542","542.504"
"4","7","15","529","250","40.416","2","0.2","567.898","54.262","432.6","413.308"
"4","7","16","397","200","38.428","2","0.2","341.644","46.717","261.04","247.826"
"4","7","17","137","122","35.175","2","0.2","126.566","38.184","89.978","82.826"
"4","7","18","0","1","32.205","2","0.2","0.951","32.225","0","0"
"4","7","19","0","0","31.105","2","0.2","0","31.105","0","0"
"4","7","20","0","0","30.099","2","0.2","0","30.099","0","0"
"4","7","21","0","0","29.153","2","0.2","0","29.153","0","0"
"4","7","22","0","0","28.268","2","0.2","0","28.268","0","0"
"4","7","23","0","0","27.436","2","0.2","0","27.436","0","0"
"4","8","0","0","0","26.68","2","0.2","0","26.68","0","0"
"4","8","1","0","0","26.001","2","0.2","0","26.001","0","0"
"4","8","2","0","0","25.317","2","0.2","0","25.317","0","0"
"4","8","3","0","0","24.632","2","0.2","0","24.632","0","0"
"4","8","4","0","0","23.941","2","0.2","0","23.941","0","0"
"4","8","5","0","0","23.501","2","0.2","0","0","0","0"
"4","8","6","0","25","25.817","2","0.2","23.213","26.381","17.397","12.817"
"4","8","7","203","157","29.673","2","0.2","240.629","35.529","192.926","182.126"
"4","8","8","435","213","35.08","1","0.2","498.001","50.291","383.995","366.425"
"4","8","9","552","261","39.549","1","0.2","723.671","61.601","528.666","505.97"
"4","8","10","638","278","41.759","1","0.2","894.944","68.992","628.856","602.61"
"4","8","11","675","291","43.046","1","0.2","985.088","73.002","677.117","649.16"
"4","8","12","643","325","43.583","1","0.2","980.408","73.392","672.343","644.555"
"4","8","13","485","386","43.404","1","0.2","844.283","69.076","591.654","566.726"
"4","8","14","274","398","42.304","1","0.2","609.049","60.835","443.463","423.786"
"4","8","15","509","257","40.357","1","0.2","562.067","57.535","421.747","402.84"
"4","8","16","399","200","38.282","1","0.2","341.877","48.68","258.93","245.791"
"4","8","17","113","125","35.531","1","0.2","125.422","39.282","89.698","82.557"
"4","8","18","0","1","33.302","2","0.2","0.951","33.322","0","0"
"4","8","19","0","0","31.969","2","0.2","0","31.969","0","0"
"4","8","20","0","0","30.698","3","0.2","0","30.698","0","0"
"4","8","21","0","0","29.6","3","0.2","0","29.6","0","0"
"4","8","22","0","0","28.602","4","0.2","0","28.602","0","0"
"4","8","23","0","0","27.66","3","0.2","0","27.66","0","0"
"4","9","0","0","0","26.839","3","0.2","0","26.839","0","0"
"4","9","1","0","0","26.091","3","0.2","0","26.091","0","0"
"4","9","2","0","0","25.301","2","0.2","0","25.301","0","0"
"4","9","3","0","0","24.698","2","0.2","0","24.698","0","0"
"4","9","4","0","0","24.247","2","0.2","0","24.247","0","0"
"4","9","5","0","0","24.086","2","0.2","0","0","0","0"
"4","9","6","0","15","26.387","2","0.2","13.915","26.725","10.149","5.826"
"4","9","7","126","146","29.53","2","0.2","194.746","34.27","155.897","146.41"
"4","9","8","336","247","33.962","2","0.2","463.107","45.236","363.344","346.505"
"4","9","9","512","284","37.971","3","0.2","713.922","52.397","542.286","519.108"
"4","9","10","488","347","40.166","3","0.2","821.233","56.729","608.03","582.521"
"4","9","11","153","447","41.386","3","0.2","602.595","53.503","446.946","427.145"
"4","9","12","138","459","41.946","2","0.2","598.35","56.412","438.022","418.538"
"4","9","13","522","398","41.804","2","0.2","889.232","63.372","639.429","612.808"
"4","9","14","143","388","41.206","2","0.2","496.134","53.235","371.052","353.941"
"4","9","15","177","340","39.935","2","0.2","438.06","50.591","334.496","318.68"
"4","9","16","266","218","38.604","2","0.2","307.283","46.067","235.611","223.298"
"4","9","17","193","123","35.613","1","0.2","133.221","39.563","92.579","85.335"
"4","9","18","0","2","32.842","1","0.2","1.903","32.891","0.729","0"
"4","9","19","0","0","31.91","2","0.2","0","31.91","0","0"
"4","9","20","0","0","31.011","3","0.2","0","31.011","0","0"
"4","9","21","0","0","30.309","3","0.2","0","30.309","0","0"
"4","9","22","0","0","29.538","3","0.2","0","29.538","0","0"
"4","9","23","0","0","28.74","3","0.2","0","28.74","0","0"
"4","10","0","0","0","27.781","3","0.2","0","27.781","0","0"
"4","10","1","0","0","26.945","3","0.2","0","26.945","0","0"
"4","10","2","0","0","26.068","3","0.2","0","26.068","0","0"
"4","10","3","0","0","25.249","3","0.2","0","25.249","0","0"
"4","10","4","0","0","24.527","3","0.2","0","24.527","0","0"
"4","10","5","0","0","23.871","3","0.2","0","0","0","0"
"4","10","6","0","31","25.322","3","0.2","28.799","25.905","21.907","17.167"
"4","10","7","105","151","28.861","3","0.2","190.696","32.721","153.572","144.167"
"4","10","8","403","235","33.065","4","0.2","499.491","41.724","398.683","380.592"
"4","10","9","491","280","36.447","3","0.2","692.932","50.448","530.48","507.719"
"4","10","10","572","314","38.378","3","0.2","867.453","55.88","645.344","618.513"
"4","10","11","629","320","39.23","3","0.2","966.679","58.724","708.158","679.102"
"4","10","12","643","322","39.23","3","0.2","976.675","58.928","715.03","685.731"
"4","10","13","641","306","39.207","3","0.2","907.487","57.527","671.288","643.538"
"4","10","14","605","286","38.579","3","0.2","767.006","54.09","579.981","555.466"
"4","10","15","513","257","37.282","3","0.2","563.254","48.701","439.05","419.529"
"4","10","16","346","220","35.438","3","0.2","340.41","42.309","265.442","252.073"
"4","10","17","105","126","32.766","3","0.2","124.459","35.239","91.088","83.896"
"4","10","18","0","2","29.763","2","0.2","1.903","29.801","0.744","0"
"4","10","19","0","0","28.695","2","0.2","0","28.695","0","0"
"4","10","20","0","0","27.725","2","0.2","0","27.725","0","0"
"4","10","21","0","0","26.848","3","0.2","0","26.848","0","0"
"4","10","22","0","0","26.24","3","0.2","0","26.24","0","0"
"4","10","23","0","0","25.816","2","0.2","0","25.816","0","0"
"4","11","0","0","0","25.269","2","0.2","0","25.269","0","0"
"4","11","1","0","0","24.495","2","0.2","0","24.495","0","0"
"4","11","2","0","0","23.71","3","0.2","0","23.71","0","0"
"4","11","3","0","0","22.869","3","0.2","0","22.869","0","0"
"4","11","4","0","0","21.976","3","0.2","0","21.976","0","0"
"4","11","5","0","0","21.166","3","0.2","0","0","0","0"
"4","11","6","0","31","22.782","3","0.2","28.799","23.365","22.189","17.44"
"4","11","7","213","152","26.737","3","0.2","240.551","31.606","196.044","185.134"
"4","11","8","374","234","32.347","3","0.2","475.196","41.97","378.368","360.997"
"4","11","9","530","281","35.66","3","0.2","726.078","50.332","556.363","532.685"
"4","11","10","635","280","37.85","2","0.2","894.154","59.549","655.229","628.048"
"4","11","11","667","298","39.314","1","0.2","983.22","69.209","687.489","659.165"
"4","11","12","684","298","40.002","1","0.2","993.796","70.222","691.862","663.383"
"4","11","13","669","294","39.872","1","0.2","921.268","67.91","650.799","623.775"
"4","11","14","616","282","39.073","1","0.2","771.026","62.577","561.768","537.898"
"4","11","15","532","252","37.768","2","0.2","569.181","51.643","438.295","418.8"
"4","11","16","403","201","35.878","2","0.2","342.807","44.193","264.553","251.216"
"4","11","17","150","126","32.895","2","0.2","129.835","35.982","93.323","86.052"
"4","11","18","0","2","29.821","2","0.2","1.903","29.859","0.744","0"
"4","11","19","0","0","28.731","2","0.2","0","28.731","0","0"
"4","11","20","0","0","27.727","3","0.2","0","27.727","0","0"
"4","11","21","0","0","26.772","3","0.2","0","26.772","0","0"
"4","11","22","0","0","25.838","3","0.2","0","25.838","0","0"
"4","11","23","0","0","24.837","3","0.2","0","24.837","0","0"
"4","12","0","0","0","23.815","3","0.2","0","23.815","0","0"
"4","12","1","0","0","22.836","3","0.2","0","22.836","0","0"
"4","12","2","0","0","21.824","3","0.2","0","21.824","0","0"
"4","12","3","0","0","20.956","3","0.2","0","20.956","0","0"
"4","12","4","0","0","20.262","2","0.2","0","20.262","0","0"
"4","12","5","0","0","19.819","2","0.2","0","0","0","0"
"4","12","6","0","34","22.001","3","0.2","31.594","22.64","24.552","19.719"
"4","12","7","235","153","25.633","2","0.2","251.156","31.746","204.843","193.621"
"4","12","8","445","217","31.101","2","0.2","509.691","43.515","404.237","385.95"
"4","12","9","559","262","35.407","2","0.2","731.292","53.178","553.943","530.351"
"4","12","10","639","279","37.699","1","0.2","896.923","64.988","641.48","614.787"
"4","12","11","676","297","39.052","1","0.2","990.958","69.182","692.889","664.374"
"4","12","12","669","307","39.505","1","0.2","987.104","69.519","689.246","660.86"
"4","12","13","648","303","39.18","2","0.2","909.936","61.266","662.084","634.66"
"4","12","14","612","284","38.2","2","0.2","769.182","56.902","574.534","550.212"
"4","12","15","472","287","36.679","2","0.2","563.677","50.414","435.557","416.16"
"4","12","16","154","240","34.596","2","0.2","285.682","41.542","223.818","211.924"
"4","12","17","151","123","31.58","3","0.2","127.141","34.094","91.988","84.765"
"4","12","18","0","2","28.31","3","0.2","1.903","28.342","0.751","0"
"4","12","19","0","0","27.036","3","0.2","0","27.036","0","0"
"4","12","20","0","0","25.94","3","0.2","0","25.94","0","0"
"4","12","21","0","0","24.876","4","0.2","0","24.876","0","0"
"4","12","22","0","0","23.836","4","0.2","0","23.836","0","0"
"4","12","23","0","0","22.78","4","0.2","0","22.78","0","0"
"4","13","0","0","0","21.813","4","0.2","0","21.813","0","0"
"4","13","1","0","0","20.942","4","0.2","0","20.942","0","0"
"4","13","2","0","0","20.199","4","0.2","0","20.199","0","0"
"4","13","3","0","0","19.601","4","0.2","0","19.601","0","0"
"4","13","4","0","0","19.078","4","0.2","0","19.078","0","0"
"4","13","5","0","0","18.829","4","0.2","0","0","0","0"
"4","13","6","2","36","20.99","4","0.2","33.831","21.575","26.446","21.545"
"4","13","7","254","154","25.28","4","0.2","260.527","29.794","214.429","202.867"
"4","13","8","447","217","31.127","4","0.2","511.277","39.991","411.368","392.828"
"4","13","9","560","263","34.767","4","0.2","733.263","47.451","568.933","544.81"
"4","13","10","643","280","37.161","3","0.2","901.597","55.357","672.638","644.84"
"4","13","11","672","296","38.836","3","0.2","985.666","58.716","722.207","692.652"
"4","13","12","670","307","39.689","2","0.2","987.563","63.639","708.131","679.076"
"4","13","13","649","303","39.688","2","0.2","910.207","61.781","660.713","633.338"
"4","13","14","607","282","38.913","2","0.2","762.648","57.455","568.217","544.119"
"4","13","15","534","252","37.481","3","0.2","569.135","49.02","443.096","423.432"
"4","13","16","405","202","35.36","3","0.2","343.509","42.289","267.146","253.717"
"4","13","17","141","128","32.151","3","0.2","129.698","34.72","94.279","86.975"
"4","13","18","0","2","28.704","3","0.2","1.903","28.737","0.75","0"
"4","13","19","0","0","27.358","3","0.2","0","27.358","0","0"
"4","13","20","0","0","26.276","3","0.2","0","26.276","0","0"
"4","13","21","0","0","25.249","3","0.2","0","25.249","0","0"
"4","13","22","0","0","24.267","4","0.2","0","24.267","0","0"
"4","13","23","0","0","23.359","4","0.2","0","23.359","0","0"
"4","14","0","0","0","22.498","4","0.2","0","22.498","0","0"
"4","14","1","0","0","21.677","4","0.2","0","21.677","0","0"
"4","14","2","0","0","20.902","4","0.2","0","20.902","0","0"
"4","14","3","0","0","20.251","4","0.2","0","20.251","0","0"
"4","14","4","0","0","19.693","3","0.2","0","19.693","0","0"
"4","14","5","0","0","19.447","3","0.2","0","0","0","0"
"4","14","6","5","39","22.128","3","0.2","37.199","22.88","28.943","23.953"
"4","14","7","258","156","26.259","2","0.2","264.414","32.694","215.175","203.587"
"4","14","8","449","219","31.874","2","0.2","514.794","44.411","406.654","388.281"
"4","14","9","562","263","35.844","2","0.2","735.041","53.704","555.357","531.715"
"4","14","10","644","280","38.289","2","0.2","902.447","60.187","659.194","631.873"
"4","14","11","677","298","39.858","1","0.2","992.252","70.026","690.938","662.492"
"4","14","12","671","307","40.605","1","0.2","987.996","70.644","686.167","657.889"
"4","14","13","670","294","40.528","1","0.2","920.235","68.533","648.043","621.116"
"4","14","14","613","284","39.707","1","0.2","768.581","63.134","558.369","534.62"
"4","14","15","534","253","38.252","2","0.2","569.462","52.133","437.426","417.962"
